spotify_track_uri,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,reason_start,reason_end,shuffle,skipped,offline
spotify:track:25ruMlYgEPOZiqE2CrhjdA,2024-03-08 19:10:20+00:00,willexmen,cast,175930,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",To Fall In Love (feat. Budgie),Navy Blue,Ways of Knowing,trackdone,trackdone,False,False,True
spotify:track:0IZonFIeRHblWsP0pFieyS,2024-03-08 19:12:43+00:00,willexmen,cast,141855,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Mystery,Turnstile,New Heart Designs,trackdone,trackdone,False,False,True
spotify:track:37etCHGKSycDXh5YlTfTFY,2024-03-08 19:14:53+00:00,willexmen,cast,128362,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Mac Deuce,Earl Sweatshirt,VOIR DIRE,trackdone,trackdone,False,False,True
spotify:track:0LLKhrm54tp36K2MbgBfAA,2024-03-08 19:18:22+00:00,willexmen,cast,207638,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Steppa Pig,JPEGMAFIA,SCARING THE HOES,trackdone,trackdone,False,False,True
spotify:track:2KKrlVEhlXqfrLR1okapHp,2024-03-08 19:20:12+00:00,willexmen,cast,108178,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Burning Desire,MIKE,Burning Desire,trackdone,trackdone,False,False,True
spotify:track:0eBAg5wJBu2Acv6o72iY4c,2024-03-08 19:23:07+00:00,willexmen,cast,174070,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Back On 74 - Full Crate Remix,Jungle,Back on 74,trackdone,trackdone,False,False,True
spotify:track:2XDakX3VkagcePCNuPoycB,2024-03-08 19:25:22+00:00,willexmen,cast,134335,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Chosen,Navy Blue,Ways of Knowing,trackdone,trackdone,False,False,True
spotify:track:2cVIKCgIfYOYyyXfQEstZN,2024-03-08 19:27:04+00:00,willexmen,cast,100316,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",hue_man nature,Saba,hue_man nature,trackdone,trackdone,False,False,True
spotify:track:6qqq5zPYV7U4UsKnGC82tw,2024-03-08 19:30:12+00:00,willexmen,cast,186665,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Daydreaming,NxWorries,Daydreaming,trackdone,trackdone,False,False,True
spotify:track:4X8P4arz5eir4T1VdieWvv,2024-03-08 19:32:43+00:00,willexmen,cast,149755,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Heat Check,Earl Sweatshirt,VOIR DIRE,trackdone,trackdone,False,False,True
spotify:track:5pEUZtevfA5f7bFewCDh3c,2024-03-08 19:36:51+00:00,willexmen,cast,245626,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Seaforth,King Krule,Space Heavy,trackdone,trackdone,False,False,True
spotify:track:3GLDVlfXQCp47rxpoVihAZ,2024-03-08 19:38:29+00:00,willexmen,cast,97228,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Tapestry,MIKE,Beware of the Monkey,trackdone,trackdone,False,False,True
spotify:track:4PDW4iOj0hpRDeuF7sZJC2,2024-03-08 19:40:07+00:00,willexmen,cast,95997,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",stuck,redveil,playing w/ fire,trackdone,trackdone,False,False,True
spotify:track:16Yyq9Hi2v4ZNL8NGNCSUG,2024-03-08 19:42:11+00:00,willexmen,cast,122642,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Borderline,Alfa Mist,Variables,trackdone,trackdone,False,False,True
spotify:track:4doxCAkqckpGTasPN6ByUu,2024-03-08 19:44:10+00:00,willexmen,cast,118341,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Rebuke,KAYTRAMINÉ,KAYTRAMINÉ,trackdone,trackdone,False,False,True
spotify:track:3H8dfH94vuzEGLeSOJPlhq,2024-03-08 19:45:34+00:00,willexmen,cast,82680,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",You Play With My Heart,Masego,Masego,trackdone,trackdone,False,False,True
spotify:track:3G2Xq0ZA5nra0iHMjbXOYD,2024-03-08 19:48:17+00:00,willexmen,cast,161268,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Mancala (feat. Vince Staples),Earl Sweatshirt,VOIR DIRE,trackdone,trackdone,False,False,True
spotify:track:6IXan50zp9ZEdtkF0vsFAj,2024-03-08 19:52:18+00:00,willexmen,cast,239544,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Flimsier,King Krule,Space Heavy,trackdone,trackdone,False,False,True
spotify:track:1ppCyBlqMuGXhjKHNbZ9vZ,2024-03-08 19:53:43+00:00,willexmen,cast,83849,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Snake Charm,MIKE,Burning Desire,trackdone,trackdone,False,False,True
spotify:track:1QHAegssMExNfItsAaUJiY,2024-03-08 19:56:38+00:00,willexmen,cast,174163,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Take What's Given,BADBADNOTGOOD,Take What's Given,trackdone,trackdone,False,False,True
spotify:track:23uLia0r9XqAIKrj0Rlc4D,2024-03-08 19:59:01+00:00,willexmen,cast,140958,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",How many miles,Mk.gee,Two Star & The Dream Police,trackdone,trackdone,False,False,True
spotify:track:6mLNU3uGKZ1fLcJv9J1u7G,2024-03-08 20:00:16+00:00,willexmen,cast,73962,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Summer Love,bLAck pARty,Mango,trackdone,trackdone,False,False,True
spotify:track:5rNqaOOSNGrYtMo4sLDXU6,2024-03-08 20:01:52+00:00,willexmen,cast,94781,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Self,Noname,Room 25,trackdone,trackdone,False,False,True
spotify:track:48gtujiZ77wSZ29aWZe84V,2024-03-08 20:04:09+00:00,willexmen,cast,135907,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Sentry (feat. MIKE),Earl Sweatshirt,VOIR DIRE,trackdone,trackdone,False,False,True
spotify:track:2D9aPhceBfcp7sVIcmFMZS,2024-03-08 20:08:17+00:00,willexmen,cast,246896,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Blood On Me,Sampha,Process,trackdone,trackdone,False,False,True
spotify:track:5NIcIBJp03ylKLAtJRTr6L,2024-03-08 20:10:48+00:00,willexmen,cast,149670,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",U think Maybe? (feat. Liv.e and Venna),MIKE,Burning Desire,trackdone,trackdone,False,False,True
spotify:track:3iMc9mplMBY32uAWGRbtWU,2024-03-08 20:12:56+00:00,willexmen,cast,126825,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Empty Stomach Space Cadet,King Krule,Space Heavy,trackdone,trackdone,False,False,True
spotify:track:6TgNlFdR77OdpYLBp2vjVZ,2024-03-08 20:14:54+00:00,willexmen,cast,116372,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",(my)PLEASURE (feat. Liv.e),Mndsgn,Snaxxx,trackdone,trackdone,False,False,True
spotify:track:0tKyAbwXl2oG2pqHSLlle0,2024-03-08 20:17:41+00:00,willexmen,cast,165834,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Enough,Rory,I Thought It'd Be Different,trackdone,trackdone,False,False,True
spotify:track:0TxQOJfZ8GgotoZWbhqi5Y,2024-03-08 20:21:31+00:00,willexmen,cast,228884,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Without,Sampha,Dual,trackdone,trackdone,False,False,True
spotify:track:2GiRBRKYq7s7A4vEKlGeJc,2024-03-08 20:23:41+00:00,willexmen,cast,128658,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Sirius Blac,Earl Sweatshirt,VOIR DIRE,trackdone,trackdone,False,False,True
spotify:track:5IZpEuLMO5lEmN1Rr008p8,2024-03-08 20:26:04+00:00,willexmen,cast,140839,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Burfict!,JPEGMAFIA,SCARING THE HOES,trackdone,trackdone,False,False,True
spotify:track:3QRQwnaENDNslrc5tNUGgE,2024-03-08 20:29:03+00:00,willexmen,cast,178376,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Lava Lamp,Thundercat,Drunk,trackdone,trackdone,False,False,True
spotify:track:7H3DW0rQ0YKpGecrQ9OZom,2024-03-08 20:30:13+00:00,willexmen,cast,68258,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",UdontwannafallintheLAVA,Mndsgn,Snaxxx,trackdone,trackdone,False,False,True
spotify:track:1ICIA18RiiuG86FKOxwmNp,2024-03-08 20:32:26+00:00,willexmen,cast,132142,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",cool_v2,Merges,cool_v2,trackdone,trackdone,False,False,True
spotify:track:44CSjBjs3mcn5c66XnB8It,2024-03-08 20:35:29+00:00,willexmen,cast,182147,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Stuntin,KAYTRANADA,Lover/Friend,trackdone,trackdone,False,False,True
spotify:track:4OP62iYt8lQJTn09BpKJnv,2024-03-08 20:38:51+00:00,willexmen,cast,200707,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",PINK MARMALADE,BLK ODYSSY,DIAMONDS & FREAKS,trackdone,trackdone,False,False,True
spotify:track:1BSZGNpIm2nBt1hWSK2bRp,2024-03-08 20:40:31+00:00,willexmen,cast,98180,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Good Heels (feat. Jazmine Sullivan),Anderson .Paak,Ventura,trackdone,trackdone,False,False,True
spotify:track:0VA5FzFlysCcSG1IdOkhUb,2024-03-08 20:43:57+00:00,willexmen,cast,205092,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Kingdom Hearts Key (ft. redveil),JPEGMAFIA,SCARING THE HOES,trackdone,trackdone,False,False,True
spotify:track:7763zdQtsUXNRKMDbahyK5,2024-03-08 20:54:28+00:00,willexmen,cast,629554,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",That Night In Hawaii When I Turned Into A Panther And Started Making These Low Register Purring Tones That I Couldn't Control ... Sh¥t Was Wild,André 3000,New Blue Sun,trackdone,trackdone,False,False,True
spotify:track:7wu73BDzzvQSV8l32bbBCA,2024-03-08 20:55:49+00:00,willexmen,cast,79867,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",What’s the Real,Liv.e,Couldn't Wait to Tell You...,trackdone,trackdone,False,False,True
spotify:track:58M6pcbbzXrnY0kAoBOTSH,2024-03-08 20:56:59+00:00,willexmen,cast,69167,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Bad Dreams Are Only Dreams,billy woods,Maps,trackdone,trackdone,False,False,True
spotify:track:5C9anXz5T3PY3A5YkH66cn,2024-03-08 21:00:02+00:00,willexmen,cast,181382,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Pretty Little Thing,Jungle,Volcano,trackdone,trackdone,False,False,True
spotify:track:4GKzznETPVyGoBe6vHr2lS,2024-03-08 21:03:25+00:00,willexmen,cast,202077,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Charge It Remix (feat. Smino),ENNY,Charge It Remix (feat. Smino),trackdone,trackdone,False,False,True
spotify:track:4QFtPT2xoKPd8xO3mPtHwq,2024-03-08 21:04:21+00:00,willexmen,cast,54385,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Demons,Sampha,Dual,trackdone,trackdone,False,False,True
spotify:track:0ZgoWqmCBXqyFd67ISSI22,2024-03-08 21:05:37+00:00,willexmen,cast,74817,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",3AM,Thundercat,Drunk,trackdone,trackdone,False,False,True
spotify:track:56Nv3kZNdUPL6BsC1I0jd7,2024-03-08 21:10:13+00:00,willexmen,cast,274280,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Flavors of Karma,EARTHGANG,RIP Human Art,trackdone,trackdone,False,False,True
spotify:track:6JAVPIgZPynxA3xKtd8WW0,2024-03-08 21:13:20+00:00,willexmen,cast,185631,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Formal Invite,Nicholas Craven,Penalty of Leadership,trackdone,trackdone,False,False,True
spotify:track:7rakHP86dnmQLDzjTUzqvp,2024-03-08 21:15:34+00:00,willexmen,cast,133410,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Metropolitics,Cruza,Paranoia Pack,trackdone,trackdone,False,False,True
spotify:track:2UMKPtENV1POopgF7o7cpi,2024-03-08 21:18:18+00:00,willexmen,cast,162588,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Facts_Situations,Bakar,Halo,trackdone,trackdone,False,False,True
spotify:track:5jdlKW2oMtQkOaZp5YOS4G,2024-03-08 21:21:09+00:00,willexmen,cast,169294,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Dream police,Mk.gee,Two Star & The Dream Police,trackdone,trackdone,False,False,True
spotify:track:34qvgmIagzNQdZTRL2poiv,2024-03-08 21:24:08+00:00,willexmen,cast,177883,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Two Worlds Apart,Little Simz,Sometimes I Might Be Introvert,trackdone,trackdone,False,False,True
spotify:track:0AQZzL1mXpmf7dnWg9kKdr,2024-03-08 21:27:18+00:00,willexmen,cast,188646,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",SUMMER IN THE RAIN,BLK ODYSSY,DIAMONDS & FREAKS,trackdone,trackdone,False,False,True
spotify:track:5XUuMp2i5ojqcDOSusChqL,2024-03-08 21:29:52+00:00,willexmen,cast,153117,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Ocho Rios,Daniel Caesar,NEVER ENOUGH,trackdone,trackdone,False,False,True
spotify:track:5t4MFm9rviWqAVABec46XE,2024-03-08 21:31:15+00:00,willexmen,cast,81565,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Kenwood Speakers,billy woods,Maps,trackdone,trackdone,False,False,True
spotify:track:7D0LbItAj4QvrUrhig5SoQ,2024-03-08 21:33:14+00:00,willexmen,cast,117461,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Blanket,Kevin Abstract,Blanket,trackdone,trackdone,False,False,True
spotify:track:1tN7gp3HKJL5MXCGqUZtgh,2024-03-08 21:34:50+00:00,willexmen,cast,94460,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Jethro,Thundercat,Drunk,trackdone,trackdone,False,False,True
spotify:track:7msZWkDsoKGXz4yFWSyMJ3,2024-03-08 21:36:58+00:00,willexmen,cast,126902,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Tortoise Of Independency,King Krule,Space Heavy,trackdone,trackdone,False,False,True
spotify:track:260SAzinvufrYooPB7z5ZI,2024-03-08 21:40:14+00:00,willexmen,cast,194294,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",No Pun Intended,Nicholas Craven,Penalty of Leadership,trackdone,trackdone,False,False,True
spotify:track:61i0TdXSrYiCn5KPWh1OxU,2024-03-08 21:43:28+00:00,willexmen,cast,193129,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",smiles :),grouptherapy.,"i was mature for my age, but i was still a child",trackdone,trackdone,False,False,True
spotify:track:28qA8y1sz0FTuSapsCxNOG,2024-03-08 21:47:12+00:00,willexmen,cast,222370,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Father Time (feat. Sampha),Kendrick Lamar,Mr. Morale & The Big Steppers,trackdone,trackdone,False,False,True
spotify:track:0cdnRYel99uS5B8QpsZmFE,2024-03-08 21:48:37+00:00,willexmen,cast,83814,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",SNT,Mndsgn,Snaxxx,trackdone,trackdone,False,False,True
spotify:track:6DrrY8ardpYRyF90mzN0jF,2024-03-08 21:51:25+00:00,willexmen,cast,166320,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Impossible,Teezo Touchdown,How Do You Sleep At Night?,trackdone,trackdone,False,False,True
spotify:track:7ssj7z5AP6V5O6Ooyeni60,2024-03-08 21:54:48+00:00,willexmen,cast,201796,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Seagirl,King Krule,Space Heavy,trackdone,trackdone,False,False,True
spotify:track:6WlMBy1QoNnCOfBXMyPesO,2024-03-08 21:57:52+00:00,willexmen,cast,182749,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",What Should I Do?,Kevin Abstract,Blanket,trackdone,trackdone,False,False,True
spotify:track:6F5ovHGMcDwltX8GLgcDvt,2024-03-08 22:02:04+00:00,willexmen,cast,250730,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",DnD (feat. Kenny Mason),Paris Texas,MID AIR,trackdone,trackdone,False,False,True
spotify:track:5DYloNRYCblxn8as72tk4m,2024-03-08 22:05:12+00:00,willexmen,cast,186657,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",thatsmycheck.,grouptherapy.,"i was mature for my age, but i was still a child",trackdone,trackdone,False,False,True
spotify:track:6KDhdppNNLdGgvGROUiZb7,2024-03-08 22:08:29+00:00,willexmen,cast,196110,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Honeycomb,Berhana,Amén (The Nomad’s Dream),trackdone,trackdone,False,False,True
spotify:track:5YkIbI89Fg2Z3YdT9VqQTo,2024-03-08 22:10:17+00:00,willexmen,cast,106111,SE,83.252.48.221,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000 DeviceType/Chromecast",Nu Nay,Teezo Touchdown,How Do You Sleep At Night?,trackdone,trackdone,False,False,True
